case_number,court,case_type.x,filing_date,id,court_system,tracking_number,document_type,issued_date,issued_date_str,case_status,case_disposition,year
6B02170818,Baltimore City District Court 700 Patapsco Ave.,CR,2012-05-03,97512,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105530412,STATEMENT OF CHARGES,2012-05-03,05/03/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02170881,Baltimore City District Court 1400 North Ave.,CR,2012-05-01,96598,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105528301,STATEMENT OF CHARGES,2012-05-01,05/01/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02170944,Baltimore City District Court 700 Patapsco Ave.,CR,2012-05-23,245881,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105550793,STATEMENT OF CHARGES,2012-05-23,05/23/2012,CLOSED,TRIAL,2012
6B02171140,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-04,95750,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105531952,STATEMENT OF CHARGES,2012-05-04,05/04/2012,CLOSED,TRIAL,2012
6B02171294,Baltimore City District Court 1400 North Ave.,CR,2012-05-02,96217,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105529572,STATEMENT OF CHARGES,2012-05-02,05/02/2012,CLOSED,TRIAL,2012
6B02172057,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-11,96790,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105539663,STATEMENT OF CHARGES,2012-05-11,05/11/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02172309,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-15,95361,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105543211,STATEMENT OF CHARGES,2012-05-15,05/15/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02172365,Baltimore City District Court 700 Patapsco Ave.,CR,2012-05-16,97206,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105543734,STATEMENT OF CHARGES,2012-05-16,05/16/2012,CLOSED,TRIAL,2012
6B02172421,Baltimore City District Court 1400 North Ave.,CR,2012-05-12,244217,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105540282,STATEMENT OF CHARGES,2012-05-12,05/12/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02172477,Baltimore City District Court 1400 North Ave.,CR,2012-05-12,244164,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105540573,STATEMENT OF CHARGES,2012-05-12,05/12/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02173142,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-19,97149,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105547643,STATEMENT OF CHARGES,2012-05-19,05/19/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02173618,Baltimore City District Court 700 Patapsco Ave.,CR,2012-05-25,244769,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105553405,STATEMENT OF CHARGES,2012-05-25,05/25/2012,CLOSED,TRIAL,2012
6B02173758,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-26,96049,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105554665,STATEMENT OF CHARGES,2012-05-26,05/26/2012,CLOSED,TRIAL,2012
6B02173800,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-25,245257,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105554245,STATEMENT OF CHARGES,2012-05-25,05/25/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02173940,Baltimore City District Court 5800 Wabash Ave,CR,2012-05-27,99345,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105555575,STATEMENT OF CHARGES,2012-05-27,05/27/2012,CLOSED,TRIAL,2012
6B02174311,Baltimore City District Court 700 Patapsco Ave.,CR,2012-05-31,98782,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105559366,STATEMENT OF CHARGES,2012-05-31,05/31/2012,CLOSED,TRIAL,2012
6B02174906,Baltimore City District Court 5800 Wabash Ave,CR,2012-06-06,96948,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105566016,STATEMENT OF CHARGES,2012-06-06,06/06/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02175242,Baltimore City District Court 700 Patapsco Ave.,CR,2012-06-09,96317,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105570603,STATEMENT OF CHARGES,2012-06-09,06/09/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02177762,Baltimore City District Court 700 Patapsco Ave.,CR,2012-06-16,99662,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105578911,STATEMENT OF CHARGES,2012-06-16,06/16/2012,CLOSED,TRIAL,2012
6B02177790,Baltimore City District Court 1400 North Ave.,CR,2012-06-15,100163,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105577043,STATEMENT OF CHARGES,2012-06-15,06/15/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02178602,Baltimore City District Court 700 Patapsco Ave.,CR,2012-06-22,101825,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105585071,STATEMENT OF CHARGES,2012-06-22,06/22/2012,CLOSED,TRIAL,2012
6B02178735,Baltimore City District Court 5800 Wabash Ave,CR,2012-06-26,100090,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105589816,STATEMENT OF CHARGES,2012-06-26,06/26/2012,CLOSED,TRIAL,2012
6B02178889,Baltimore City District Court 1400 North Ave.,CR,2012-06-26,99991,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105589411,STATEMENT OF CHARGES,2012-06-26,06/26/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02178945,Baltimore City District Court 5800 Wabash Ave,CR,2012-06-20,246535,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105582750,STATEMENT OF CHARGES,2012-06-20,06/20/2012,CLOSED,TRIAL,2012
6B02179400,Baltimore City District Court 5800 Wabash Ave,CR,2012-07-05,101728,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105597645,STATEMENT OF CHARGES,2012-07-05,07/05/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02179491,Baltimore City District Court 1400 North Ave.,CR,2012-07-06,102161,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105599712,STATEMENT OF CHARGES,2012-07-06,07/06/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02180142,Baltimore City District Court 700 Patapsco Ave.,CR,2012-07-05,99039,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105598544,STATEMENT OF CHARGES,2012-07-05,07/05/2012,CLOSED,TRIAL,2012
6B02180436,Baltimore City District Court 1400 North Ave.,CR,2012-07-07,102074,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105600445,STATEMENT OF CHARGES,2012-07-07,07/07/2012,CLOSED,TRIAL,2012
6B02180814,Baltimore City District Court 700 Patapsco Ave.,CR,2012-07-13,101569,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105607434,STATEMENT OF CHARGES,2012-07-13,07/13/2012,CLOSED,TRIAL,2012
6B02180940,Baltimore City District Court 5800 Wabash Ave,CR,2012-07-10,100742,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105603606,STATEMENT OF CHARGES,2012-07-10,07/10/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02181262,Baltimore City District Court 1400 North Ave.,CR,2012-07-26,104090,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105621283,STATEMENT OF CHARGES,2012-07-26,07/26/2012,CLOSED,TRIAL,2012
6B02181395,Baltimore City District Court 5800 Wabash Ave,CR,2012-07-26,247261,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105621342,STATEMENT OF CHARGES,2012-07-26,07/26/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02181479,Baltimore City District Court 5800 Wabash Ave,CR,2012-07-25,105305,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105619695,STATEMENT OF CHARGES,2012-07-25,07/25/2012,CLOSED,TRIAL,2012
6B02181507,Baltimore City District Court 5800 Wabash Ave,CR,2012-07-26,247570,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105621493,STATEMENT OF CHARGES,2012-07-26,07/26/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02181913,Baltimore City District Court 1400 North Ave.,CR,2012-08-01,104076,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105627432,STATEMENT OF CHARGES,2012-08-01,08/01/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02182116,Baltimore City District Court 1400 North Ave.,CR,2012-08-01,247356,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105627771,STATEMENT OF CHARGES,2012-08-01,08/01/2012,CLOSED,TRIAL,2012
6B02183558,Baltimore City District Court 700 Patapsco Ave.,CR,2012-08-01,250367,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,121001325686,WARRANT,2012-08-01,08/01/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02184167,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-08,102174,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105636274,STATEMENT OF CHARGES,2012-08-08,08/08/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02184258,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-07,106823,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105635246,STATEMENT OF CHARGES,2012-08-07,08/07/2012,CLOSED,TRIAL,2012
6B02184335,Baltimore City District Court 1400 North Ave.,CR,2012-08-08,103752,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105635961,STATEMENT OF CHARGES,2012-08-08,08/08/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02184440,Baltimore City District Court 1400 North Ave.,CR,2012-08-09,105731,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105637475,STATEMENT OF CHARGES,2012-08-09,08/09/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02184503,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-09,102216,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105637431,STATEMENT OF CHARGES,2012-08-09,08/09/2012,CLOSED,TRIAL,2012
6B02184636,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-10,106094,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105638680,STATEMENT OF CHARGES,2012-08-10,08/10/2012,CLOSED,TRIAL,2012
6B02185070,Baltimore City District Court 700 Patapsco Ave.,CR,2012-08-15,106148,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105644044,STATEMENT OF CHARGES,2012-08-15,08/15/2012,CLOSED,TRIAL,2012
6B02185350,Baltimore City District Court 1400 North Ave.,CR,2012-08-15,103409,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105644475,STATEMENT OF CHARGES,2012-08-15,08/15/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02185441,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-18,103577,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105648922,STATEMENT OF CHARGES,2012-08-18,08/18/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02185672,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-25,106301,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105655863,STATEMENT OF CHARGES,2012-08-25,08/25/2012,CLOSED,TRIAL,2012
6B02185931,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-27,252038,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105658383,STATEMENT OF CHARGES,2012-08-27,08/27/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02186134,Baltimore City District Court 700 Patapsco Ave.,CR,2012-07-14,101555,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105608510,STATEMENT OF CHARGES,2012-07-14,07/14/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02186526,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-22,103359,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105652271,STATEMENT OF CHARGES,2012-08-22,08/22/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02186568,Baltimore City District Court 5800 Wabash Ave,CR,2012-08-23,105498,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105653892,STATEMENT OF CHARGES,2012-08-23,08/23/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02188493,Baltimore City District Court 5800 Wabash Ave,CR,2012-11-02,113088,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105728011,STATEMENT OF CHARGES,2012-11-02,11/02/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02188633,Baltimore City District Court 700 Patapsco Ave.,CR,2012-11-09,113980,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105733482,STATEMENT OF CHARGES,2012-11-09,11/09/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02188682,Baltimore City District Court 1400 North Ave.,CR,2012-11-04,113104,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105729831,STATEMENT OF CHARGES,2012-11-04,11/04/2012,CLOSED,TRIAL,2012
6B02188850,Baltimore City District Court 1400 North Ave.,CR,2012-11-08,112519,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105733132,STATEMENT OF CHARGES,2012-11-08,11/08/2012,CLOSED,TRIAL,2012
6B02190201,Baltimore City District Court 1400 North Ave.,CR,2012-09-02,107038,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105666363,STATEMENT OF CHARGES,2012-09-02,09/02/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02190404,Baltimore City District Court 1400 North Ave.,CR,2012-08-30,248532,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105661872,STATEMENT OF CHARGES,2012-08-30,08/30/2012,CLOSED,TRIAL,2012
6B02190761,Baltimore City District Court 1400 North Ave.,CR,2012-09-08,107692,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105674144,STATEMENT OF CHARGES,2012-09-08,09/08/2012,CLOSED,TRIAL,2012
6B02190803,Baltimore City District Court 1400 North Ave.,CR,2012-09-08,108685,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105673816,STATEMENT OF CHARGES,2012-09-08,09/08/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02191153,Baltimore City District Court 5800 Wabash Ave,CR,2012-09-15,250566,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105681096,STATEMENT OF CHARGES,2012-09-15,09/15/2012,CLOSED,TRIAL,2012
6B02191293,Baltimore City District Court 5800 Wabash Ave,CR,2012-09-13,108830,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105678661,STATEMENT OF CHARGES,2012-09-13,09/13/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02192686,Baltimore City District Court 700 Patapsco Ave.,CR,2012-09-20,109820,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105685650,STATEMENT OF CHARGES,2012-09-20,09/20/2012,CLOSED,TRIAL,2012
6B02192938,Baltimore City District Court 5800 Wabash Ave,CR,2012-09-21,106383,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105687061,STATEMENT OF CHARGES,2012-09-21,09/21/2012,CLOSED,TRIAL,2012
6B02193043,Baltimore City District Court 1400 North Ave.,CR,2012-09-22,108690,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105689426,STATEMENT OF CHARGES,2012-09-22,09/22/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02193148,Baltimore City District Court 700 Patapsco Ave.,CR,2012-09-22,109817,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105688332,STATEMENT OF CHARGES,2012-09-22,09/22/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02193351,Baltimore City District Court 700 Patapsco Ave.,CR,2012-09-27,972289,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105694223,STATEMENT OF CHARGES,2012-09-27,09/27/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02193596,Baltimore City District Court 5800 Wabash Ave,CR,2012-09-27,110399,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105693276,STATEMENT OF CHARGES,2012-09-27,09/27/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02193883,Baltimore City District Court 1400 North Ave.,CR,2012-09-30,251665,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105697185,STATEMENT OF CHARGES,2012-09-30,09/30/2012,CLOSED,TRIAL,2012
6B02193897,Baltimore City District Court 1400 North Ave.,CR,2012-10-02,110755,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105698364,STATEMENT OF CHARGES,2012-10-02,10/02/2012,CLOSED,TRIAL,2012
6B02194471,Baltimore City District Court 700 Patapsco Ave.,CR,2012-10-05,109332,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105702446,STATEMENT OF CHARGES,2012-10-05,10/05/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02194618,Baltimore City District Court 5800 Wabash Ave,CR,2012-10-11,111010,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105707055,STATEMENT OF CHARGES,2012-10-11,10/11/2012,CLOSED,TRIAL,2012
6B02195087,Baltimore City District Court 5800 Wabash Ave,CR,2012-10-17,110933,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105713311,STATEMENT OF CHARGES,2012-10-17,10/17/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02195815,Baltimore City District Court 5800 Wabash Ave,CR,2012-10-20,108726,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105717102,STATEMENT OF CHARGES,2012-10-20,10/20/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02195864,Baltimore City District Court 1400 North Ave.,CR,2012-10-20,110011,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105716590,STATEMENT OF CHARGES,2012-10-20,10/20/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02199021,Baltimore City District Court 1400 North Ave.,CR,2012-11-09,114119,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105733806,STATEMENT OF CHARGES,2012-11-09,11/09/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02199028,Baltimore City District Court 1400 North Ave.,CR,2012-11-10,112807,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105734366,STATEMENT OF CHARGES,2012-11-10,11/10/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02199077,Baltimore City District Court 700 Patapsco Ave.,CR,2012-11-13,111995,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105737166,STATEMENT OF CHARGES,2012-11-13,11/13/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02200281,Baltimore City District Court 1400 North Ave.,CR,2012-11-25,113482,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105747821,STATEMENT OF CHARGES,2012-11-25,11/25/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02200785,Baltimore City District Court 5800 Wabash Ave,CR,2012-12-07,114775,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105758413,STATEMENT OF CHARGES,2012-12-07,12/07/2012,CLOSED,TRIAL,2012
6B02200995,Baltimore City District Court 700 Patapsco Ave.,CR,2012-12-05,112072,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105755495,STATEMENT OF CHARGES,2012-12-05,12/05/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02201723,Baltimore City District Court 5800 Wabash Ave,CR,2012-12-07,115314,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105758693,STATEMENT OF CHARGES,2012-12-07,12/07/2012,CLOSED,TRIAL,2012
6B02202017,Baltimore City District Court 700 Patapsco Ave.,CR,2012-12-13,113677,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105763394,STATEMENT OF CHARGES,2012-12-13,12/13/2012,CLOSED,TRIAL,2012
6B02202129,Baltimore City District Court 700 Patapsco Ave.,CR,2012-12-11,115491,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105761460,STATEMENT OF CHARGES,2012-12-11,12/11/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02202689,Baltimore City District Court 1400 North Ave.,CR,2012-12-16,116203,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105767082,STATEMENT OF CHARGES,2012-12-16,12/16/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02202703,Baltimore City District Court 5800 Wabash Ave,CR,2012-12-18,115482,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105767933,STATEMENT OF CHARGES,2012-12-18,12/18/2012,CLOSED,TRIAL,2012
6B02203060,Baltimore City District Court 700 Patapsco Ave.,CR,2012-12-24,117924,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105772855,STATEMENT OF CHARGES,2012-12-24,12/24/2012,CLOSED,FORWARDED TO CIRCUIT COURT,2012
6B02203263,Baltimore City District Court 1400 North Ave.,CR,2012-12-29,117399,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105776075,STATEMENT OF CHARGES,2012-12-29,12/29/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02203396,Baltimore City District Court 700 Patapsco Ave.,CR,2013-01-03,116619,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105780274,STATEMENT OF CHARGES,2013-01-03,01/03/2013,CLOSED,FORWARDED TO CIRCUIT COURT,2013
6B02203403,Baltimore City District Court 300 East Madison,CR,2012-12-29,253389,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105776182,STATEMENT OF CHARGES,2012-12-29,12/29/2012,CLOSED,TRIAL,2012
6B02203564,Baltimore City District Court 1400 North Ave.,CR,2013-01-04,258617,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105781206,STATEMENT OF CHARGES,2013-01-04,01/04/2013,CLOSED,JURY TRIAL PRAYED,2013
6B02203627,Baltimore City District Court 5800 Wabash Ave,CR,2012-12-30,115115,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,126105776893,STATEMENT OF CHARGES,2012-12-30,12/30/2012,CLOSED,JURY TRIAL PRAYED,2012
6B02203732,Baltimore City District Court 300 East Madison,CR,2013-01-02,116178,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105779283,STATEMENT OF CHARGES,2013-01-02,01/02/2013,CLOSED,TRIAL,2013
6B02203802,Baltimore City District Court 1400 North Ave.,CR,2013-01-04,114829,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105781136,STATEMENT OF CHARGES,2013-01-04,01/04/2013,CLOSED,TRIAL,2013
6B02204124,Baltimore City District Court 1400 North Ave.,CR,2013-01-11,118787,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105788232,STATEMENT OF CHARGES,2013-01-11,01/11/2013,CLOSED,TRIAL,2013
6B02204166,Baltimore City District Court 700 Patapsco Ave.,CR,2013-01-08,115590,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105785594,STATEMENT OF CHARGES,2013-01-08,01/08/2013,CLOSED,JURY TRIAL PRAYED,2013
6B02204229,Baltimore City District Court 1400 North Ave.,CR,2013-01-11,259075,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105788862,STATEMENT OF CHARGES,2013-01-11,01/11/2013,CLOSED,JURY TRIAL PRAYED,2013
6B02207232,Baltimore City District Court 1400 North Ave.,CR,2013-01-18,116019,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105795943,STATEMENT OF CHARGES,2013-01-18,01/18/2013,CLOSED,TRIAL,2013
6B02207253,Baltimore City District Court 5800 Wabash Ave,CR,2013-01-18,119043,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105796411,STATEMENT OF CHARGES,2013-01-18,01/18/2013,CLOSED,TRIAL,2013
6B02207323,Baltimore City District Court 1400 North Ave.,CR,2013-01-15,116833,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105792734,STATEMENT OF CHARGES,2013-01-15,01/15/2013,CLOSED,FORWARDED TO CIRCUIT COURT,2013
6B02207337,Baltimore City District Court 1400 North Ave.,CR,2013-01-17,118626,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105794996,STATEMENT OF CHARGES,2013-01-17,01/17/2013,CLOSED,FORWARDED TO CIRCUIT COURT,2013
6B02207414,Baltimore City District Court 700 Patapsco Ave.,CR,2013-01-17,116936,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105794322,STATEMENT OF CHARGES,2013-01-17,01/17/2013,CLOSED,JURY TRIAL PRAYED,2013
6B02207967,Baltimore City District Court 1400 North Ave.,CR,2013-01-24,253587,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105801952,STATEMENT OF CHARGES,2013-01-24,01/24/2013,CLOSED,FORWARDED TO CIRCUIT COURT,2013
6B02207995,Baltimore City District Court 1400 North Ave.,CR,2013-01-27,120227,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105804925,STATEMENT OF CHARGES,2013-01-27,01/27/2013,CLOSED,FORWARDED TO CIRCUIT COURT,2013
6B02208058,Baltimore City District Court 5800 Wabash Ave,CR,2013-01-25,120562,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105802840,STATEMENT OF CHARGES,2013-01-25,01/25/2013,CLOSED,TRIAL,2013
6B02208282,Baltimore City District Court 700 Patapsco Ave.,CR,2013-01-30,119864,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,136105806546,STATEMENT OF CHARGES,2013-01-30,01/30/2013,CLOSED,TRIAL,2013
