trafficid,chargeid,describe35,describe70,describe100,date_begin,date_end,article,section,subsec,paragraph,code,fine,finetype,mod_date,new_date,last_revised,scrape_date
1927,5399,MOVING OVERWEIGHT VEH. EXCEEDING 50,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEI,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEIGHT,1996-10-01,2003-09-30,TA,24,111.1,b,,1020,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1927,13767,MOVING OVERWEIGHT VEH. EXCEEDING 50,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEI,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEIGHT,2003-10-01,2004-09-30,TA,24,111.1,b,,1023,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1927,15252,MOVING OVERWEIGHT VEH. EXCEEDING 50,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEI,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEIGHT,2004-10-01,2010-09-30,TA,24,111.1,b,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1927,17255,MOVING OVERWEIGHT VEH. EXCEEDING 50,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEI,MOVING OVERWEIGHT VEH. EXCEEDING 5000 LBS. BEFORE UNLOADING EXCESS WEIGHT,2010-10-01,NA,TA,24,111.1,b,,1010,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2244,15676,"FAIL RTN LOAD VEH TO PLACE(ENTRY,OR","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIV","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIVISIBLE LOAD OVERWT VIOL BY DR",1996-10-01,2003-09-30,TA,24,111.1,d2,,1020,F,2006-09-26,2006-09-26,2020-05-07,2020-06-03
2244,15675,"FAIL RTN LOAD VEH TO PLACE(ENTRY,OR","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIV","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIVISIBLE LOAD OVERWT VIOL BY DR",2003-10-01,2004-09-30,TA,24,111.1,d2,,1025,F,2006-09-26,2006-09-26,2020-05-07,2020-06-03
2244,14599,"FAIL RTN LOAD VEH TO PLACE(ENTRY,OR","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIV","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIVISIBLE LOAD OVERWT VIOL BY DR",2004-10-01,2010-09-30,TA,24,111.1,d2,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2244,17256,"FAIL RTN LOAD VEH TO PLACE(ENTRY,OR","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIV","FAIL RTN LOAD VEH TO PLACE(ENTRY,ORIGIN)IN STATE AFT(2ND,SUBSEQ.)INDIVISIBLE LOAD OVERWT VIOL BY DR",2010-10-01,NA,TA,24,111.1,d2,,1010,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1929,5407,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",1991-07-01,1995-09-30,TA,24,111.1,e,,1010,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1929,5406,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",1995-10-01,1996-09-30,TA,24,111.1,e,,1015,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1929,5405,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",1996-10-01,2003-09-30,TA,24,111.1,e,,1020,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1929,13769,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",2003-10-01,NA,TA,24,111.1,e,,1025,F,2003-10-03,2003-10-03,2020-05-07,2020-06-03
2398,17803,FAIL TO UNLOAD EXCESS PERISH. GOODS,"FAIL TO UNLOAD EXCESS PERISH. GOODS OVER 5,000LBS AFTER (2ND,SUBSEQUEN","FAIL TO UNLOAD EXCESS PERISH. GOODS OVER 5,000LBS AFTER (2ND,SUBSEQUENT) DR. WGT. VIO. IN CAL. YEAR",2012-10-01,NA,TA,24,111.1,e1,,1010,F,2012-10-01,2012-10-01,2020-05-07,2020-06-03
2245,20718,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",NA,2012-10-01,TA,24,111.1,e2,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
2245,15678,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",1996-10-01,2003-09-30,TA,24,111.1,e2,,1020,F,2006-09-26,2006-09-26,2020-05-07,2020-06-03
2245,15677,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",2003-10-01,2004-09-30,TA,24,111.1,e2,,1025,F,2006-09-26,2006-09-26,2020-05-07,2020-06-03
2245,14600,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",2004-10-01,2010-09-30,TA,24,111.1,e2,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2245,17257,FAIL TO UNLOAD EXCESS PERISHABLE GO,"FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGH","FAIL TO UNLOAD EXCESS PERISHABLE GOODS AFTER(2ND, SUBSEQ.)DRIVER WEIGHT VIOLATION IN CALENDER YEAR",2010-10-01,2012-09-30,TA,24,111.1,e2,,1010,F,2012-10-01,2010-09-30,2020-05-07,2020-06-03
2125,11491,PERSON VIOLATING SHA PERMIT CONDITI,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON HWY (CITE SPECIFIC CONDITION),2000-10-01,2003-09-30,TA,24,112,e1,,1020,F,2003-10-03,2000-09-26,2020-05-07,2020-06-03
2125,13770,PERSON VIOLATING SHA PERMIT CONDITI,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON HWY (CITE SPECIFIC CONDITION),2003-10-01,2004-09-30,TA,24,112,e1,,1025,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2125,15253,PERSON VIOLATING SHA PERMIT CONDITI,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON HWY (CITE SPECIFIC CONDITION),2004-10-01,2010-09-30,TA,24,112,e1,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2125,17258,PERSON VIOLATING SHA PERMIT CONDITI,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON HWY (CITE SPECIFIC CONDITION),2010-10-01,2018-09-30,TA,24,112,e1,,1010,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
2125,21003,PERSON VIOLATING SHA PERMIT CONDITI,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON,PERSON VIOLATING SHA PERMIT CONDITION THAT ALLOWS OVERSIZED VEHICLE ON HWY (CITE SPECIFIC CONDITION),2018-10-01,NA,TA,24,112,e1,,1010,F,2018-10-01,2018-10-01,2020-05-07,2020-06-03
2126,11492,PERSON FAILING TO OBTAIN AND POSSES,PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN,"PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN (OVERSIZED, OVERWEIGHT) LOAD",2000-10-01,2003-09-30,TA,24,112,e2,,1020,F,2003-10-03,2000-09-26,2020-05-07,2020-06-03
2126,13771,PERSON FAILING TO OBTAIN AND POSSES,PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN,"PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN (OVERSIZED, OVERWEIGHT) LOAD",2003-10-01,2004-09-30,TA,24,112,e2,,1023,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
2126,15254,PERSON FAILING TO OBTAIN AND POSSES,PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN,"PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN (OVERSIZED, OVERWEIGHT) LOAD",2004-10-01,2010-09-30,TA,24,112,e2,,1000,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
2126,17259,PERSON FAILING TO OBTAIN AND POSSES,PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN,"PERSON FAILING TO OBTAIN AND POSSESS REQUIRED PERMIT BEFORE MOVING AN (OVERSIZED, OVERWEIGHT) LOAD",2010-10-01,NA,TA,24,112,e2,,1010,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1930,5409,VEH ISSUED PERM FOR CARRY INTRNTL F,"VEH ISSUED PERM FOR CARRY INTRNTL FRGHT EXC(22,400LBS GROSS MAX WT FOR","VEH ISSUED PERM FOR CARRY INTRNTL FRGHT EXC(22,400LBS GROSS MAX WT FOR SINGLE AXLE, 44,000LBS,ETC)",1988-07-01,1993-06-30,TA,24,113.1,a1,,60,M,1999-09-30,1999-09-30,2020-05-07,2020-06-03
1930,5408,VEH ISSUED PERM FOR CARRY INTRNTL F,"VEH ISSUED PERM FOR CARRY INTRNTL FRGHT EXC(22,400LBS GROSS MAX WT FOR","VEH ISSUED PERM FOR CARRY INTRNTL FRGHT EXC(22,400LBS GROSS MAX WT FOR SINGLE AXLE, 44,000LBS,ETC)",1993-07-01,2019-09-30,TA,24,113.1,a1,,25,M,1999-09-30,1999-09-30,2020-05-07,2020-06-03
1930,21209,VEH ISSUED PERM FOR CARRY INTRNTL F,"VEH ISSUED PERM FOR CARRY INTRNTL FRGHT EXC(22,400LBS GROSS MAX WT FOR","VEH ISSUED PERM FOR CARRY INTRNTL FRGHT EXC(22,400LBS GROSS MAX WT FOR SINGLE AXLE, 44,000LBS,ETC)",2019-10-01,NA,TA,24,113.1,a1,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
1931,5412,VEH. ISSUED PERMIT TO CARRY INTERNA,VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTER,"VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTERSTATE, STATE HIGHWAY SYSTEM)",1991-07-01,1995-09-30,TA,24,113.1,a2,,110,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1931,5411,VEH. ISSUED PERMIT TO CARRY INTERNA,VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTER,"VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTERSTATE, STATE HIGHWAY SYSTEM)",1995-10-01,1996-09-30,TA,24,113.1,a2,,115,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1931,5410,VEH. ISSUED PERMIT TO CARRY INTERNA,VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTER,"VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTERSTATE, STATE HIGHWAY SYSTEM)",1996-10-01,2003-06-30,TA,24,113.1,a2,,120,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1931,13772,VEH. ISSUED PERMIT TO CARRY INTERNA,VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTER,"VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTERSTATE, STATE HIGHWAY SYSTEM)",2003-07-01,2005-09-30,TA,24,113.1,a2,,125,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1931,15255,VEH. ISSUED PERMIT TO CARRY INTERNA,VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTER,"VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTERSTATE, STATE HIGHWAY SYSTEM)",2005-10-01,2010-09-30,TA,24,113.1,a2,,130,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1931,17260,VEH. ISSUED PERMIT TO CARRY INTERNA,VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTER,"VEH. ISSUED PERMIT TO CARRY INTERNATIONAL FREIGHT OPERATING OFF (INTERSTATE, STATE HIGHWAY SYSTEM)",2010-10-01,NA,TA,24,113.1,a2,,140,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1932,5415,DRIVING VEH. ON HIGHWAY CAUSING UNU,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,1991-07-01,1995-09-30,TA,24,202,,,510,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1932,5414,DRIVING VEH. ON HIGHWAY CAUSING UNU,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,1995-10-01,1996-09-30,TA,24,202,,,515,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1932,5413,DRIVING VEH. ON HIGHWAY CAUSING UNU,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,1996-10-01,2003-09-30,TA,24,202,,,520,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1932,13773,DRIVING VEH. ON HIGHWAY CAUSING UNU,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,2003-10-01,2005-09-30,TA,24,202,,,523,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1932,15256,DRIVING VEH. ON HIGHWAY CAUSING UNU,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,2005-10-01,2010-09-30,TA,24,202,,,520,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1932,17261,DRIVING VEH. ON HIGHWAY CAUSING UNU,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,DRIVING VEH. ON HIGHWAY CAUSING UNUSUAL DAMAGE TO HWY.,2010-10-01,NA,TA,24,202,,,530,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1933,5418,PERSON KNOWINGLY VIOLATING SHA RULE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,1991-07-01,1995-09-30,TA,24,203,,,260,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1933,5417,PERSON KNOWINGLY VIOLATING SHA RULE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,1995-10-01,1996-09-30,TA,24,203,,,265,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1933,5416,PERSON KNOWINGLY VIOLATING SHA RULE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,1996-10-01,2003-06-30,TA,24,203,,,270,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1933,13774,PERSON KNOWINGLY VIOLATING SHA RULE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,2003-07-01,2005-09-30,TA,24,203,,,275,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1933,15257,PERSON KNOWINGLY VIOLATING SHA RULE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,2005-10-01,2010-09-30,TA,24,203,,,280,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1933,17262,PERSON KNOWINGLY VIOLATING SHA RULE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,PERSON KNOWINGLY VIOLATING SHA RULES AND REGULATIONS FOR HWY. USE,2010-10-01,NA,TA,24,203,,,290,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1934,5421,USE OF ENDANGERED HWY. WHEN RESTRIC,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,1991-07-01,1995-09-30,TA,24,204,,,260,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1934,5420,USE OF ENDANGERED HWY. WHEN RESTRIC,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,1995-10-01,1996-09-30,TA,24,204,,,265,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1934,5419,USE OF ENDANGERED HWY. WHEN RESTRIC,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,1996-10-01,2003-06-30,TA,24,204,,,270,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1934,13775,USE OF ENDANGERED HWY. WHEN RESTRIC,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,2003-07-01,2005-09-30,TA,24,204,,,275,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1934,15258,USE OF ENDANGERED HWY. WHEN RESTRIC,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,2005-10-01,2010-09-30,TA,24,204,,,280,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1934,17263,USE OF ENDANGERED HWY. WHEN RESTRIC,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,USE OF ENDANGERED HWY. WHEN RESTRICTED BY SHA,2010-10-01,NA,TA,24,204,,,290,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1935,5424,USE OF HWY. BRIDGE WHEN PROHIBITED,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,1986-07-01,1988-06-30,TA,24,205,,,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1935,5423,USE OF HWY. BRIDGE WHEN PROHIBITED,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,1988-07-01,1993-06-30,TA,24,205,,,60,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1935,5422,USE OF HWY. BRIDGE WHEN PROHIBITED,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,1993-07-01,2019-09-30,TA,24,205,,,25,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1935,21210,USE OF HWY. BRIDGE WHEN PROHIBITED,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,USE OF HWY. BRIDGE WHEN PROHIBITED BY SHA,2019-10-01,NA,TA,24,205,,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
1936,20719,FAILURE OBEY BRIDGE/CULVERT WT./SPE,FAILURE OBEY BRIDGE/CULVERT WT./SPEED RESTRICTION,FAILURE OBEY BRIDGE/CULVERT WT./SPEED RESTRICTION,NA,1986-07-01,TA,24,206,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1936,5425,FAILURE OBEY BRIDGE/CULVERT WT./SPE,FAILURE OBEY BRIDGE/CULVERT WT./SPEED RESTRICTION,FAILURE OBEY BRIDGE/CULVERT WT./SPEED RESTRICTION,1982-07-01,1986-06-30,TA,24,206,,,50,M,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1937,5428,"(DRIVING, CAUSING TO BE DRIVEN) VEH","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATIO","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATION OF (WT.,SPEED) RESTRICTION",1986-07-01,1988-06-30,TA,24,206,d,,50,M,1999-06-11,1999-02-23,2020-05-07,2020-06-03
1937,5427,"(DRIVING, CAUSING TO BE DRIVEN) VEH","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATIO","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATION OF (WT.,SPEED) RESTRICTION",1988-07-01,1993-06-30,TA,24,206,d,,60,M,1999-06-11,1999-02-23,2020-05-07,2020-06-03
1937,5426,"(DRIVING, CAUSING TO BE DRIVEN) VEH","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATIO","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATION OF (WT.,SPEED) RESTRICTION",1993-07-01,2019-09-30,TA,24,206,d,,25,M,1999-06-11,1999-02-23,2020-05-07,2020-06-03
1937,21211,"(DRIVING, CAUSING TO BE DRIVEN) VEH","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATIO","(DRIVING, CAUSING TO BE DRIVEN) VEH. OVER (BRIDGE,CULVERT) IN VIOLATION OF (WT.,SPEED) RESTRICTION",2019-10-01,NA,TA,24,206,d,,33,M,2019-09-30,2019-09-30,2020-05-07,2020-06-03
1938,5431,TRUCK TESTING ON HWY. W/O SHA PERMI,TRUCK TESTING ON HWY. W/O SHA PERMIT,TRUCK TESTING ON HWY. W/O SHA PERMIT,1991-07-01,1995-09-30,TA,24,207,,,40,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1938,5430,TRUCK TESTING ON HWY. W/O SHA PERMI,TRUCK TESTING ON HWY. W/O SHA PERMIT,TRUCK TESTING ON HWY. W/O SHA PERMIT,1995-10-01,1996-09-30,TA,24,207,,,45,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1938,5429,TRUCK TESTING ON HWY. W/O SHA PERMI,TRUCK TESTING ON HWY. W/O SHA PERMIT,TRUCK TESTING ON HWY. W/O SHA PERMIT,1996-10-01,2003-06-30,TA,24,207,,,50,F,2003-10-03,1998-11-10,2020-05-07,2020-06-03
1938,13776,TRUCK TESTING ON HWY. W/O SHA PERMI,TRUCK TESTING ON HWY. W/O SHA PERMIT,TRUCK TESTING ON HWY. W/O SHA PERMIT,2003-07-01,2005-09-30,TA,24,207,,,55,F,2005-11-18,2003-10-03,2020-05-07,2020-06-03
1938,15259,TRUCK TESTING ON HWY. W/O SHA PERMI,TRUCK TESTING ON HWY. W/O SHA PERMIT,TRUCK TESTING ON HWY. W/O SHA PERMIT,2005-10-01,2010-09-30,TA,24,207,,,60,F,2010-09-30,2005-11-18,2020-05-07,2020-06-03
1938,17264,TRUCK TESTING ON HWY. W/O SHA PERMI,TRUCK TESTING ON HWY. W/O SHA PERMIT,TRUCK TESTING ON HWY. W/O SHA PERMIT,2010-10-01,NA,TA,24,207,,,70,F,2010-09-30,2010-09-30,2020-05-07,2020-06-03
1939,20720,MOBILE SEAFOOD VENDOR SELLING W/O L,"MOBILE SEAFOOD VENDOR SELLING W/O LIC., LEASE, PERMISSION","MOBILE SEAFOOD VENDOR SELLING W/O LIC., LEASE, PERMISSION",NA,1986-07-01,TA,24,302,,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
1939,5432,MOBILE SEAFOOD VENDOR SELLING W/O L,"MOBILE SEAFOOD VENDOR SELLING W/O LIC., LEASE, PERMISSION","MOBILE SEAFOOD VENDOR SELLING W/O LIC., LEASE, PERMISSION",1985-07-01,1986-06-30,TA,24,302,,,100,F,1999-06-11,1998-11-10,2020-05-07,2020-06-03
1940,20721,"MOBILE SEAFOOD VENDOR (SELLING, OFF","MOBILE SEAFOOD VENDOR (SELLING, OFFERING FOR SALE) SEAFOOD ON RIGHT-OF","MOBILE SEAFOOD VENDOR (SELLING, OFFERING FOR SALE) SEAFOOD ON RIGHT-OF-WAY W/O PERMIT",NA,2010-06-01,TA,24,303,a,,0,R,2018-06-28,2018-06-28,2020-05-07,2020-06-03
